动作名称,占用内存
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_pose.anim,0,h_janlee_01_pose
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_restore.anim,0,h_janlee_01_restore
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_rotate.anim,0,h_janlee_01_rotate
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_run.anim,0,h_janlee_01_run
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_sattack.anim,0,h_janlee_01_sattack
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_standby.anim,0,h_janlee_01_standby
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_tilt.anim,0,h_janlee_01_tilt
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_tilthit.anim,0,h_janlee_01_tilthit
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_uniqueskills.anim,0,h_janlee_01_uniqueskills
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_victory.anim,0,h_janlee_01_victory
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_weak.anim,0,h_janlee_01_weak
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_attack.anim,0,h_kasumi_01_attack
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_backward.anim,0,h_kasumi_01_backward
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_defend.anim,0,h_kasumi_01_defend
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_die.anim,0,h_kasumi_01_die
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_exit.anim,0,h_kasumi_01_exit
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_forward.anim,0,h_kasumi_01_forward
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_hold.anim,0,h_kasumi_01_hold
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_idle.anim,0,h_kasumi_01_idle
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_incline.anim,0,h_kasumi_01_incline
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_injure.anim,0,h_kasumi_01_injure
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_jump.anim,0,h_kasumi_01_jump
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_launch.anim,0,h_kasumi_01_launch
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_lose.anim,0,h_kasumi_01_lose
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_minskill.anim,0,h_kasumi_01_minskill
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_open.anim,0,h_kasumi_01_open
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_parallel.anim,0,h_kasumi_01_parallel
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_pose.anim,0,h_kasumi_01_pose
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_restore.anim,0,h_kasumi_01_restore
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_rotate.anim,0,h_kasumi_01_rotate
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_run.anim,0,h_kasumi_01_run
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_sattack.anim,0,h_kasumi_01_sattack
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_standby.anim,0,h_kasumi_01_standby
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_tilt.anim,0,h_kasumi_01_tilt
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_tilthit.anim,0,h_kasumi_01_tilthit
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_uniqueskills.anim,0,h_kasumi_01_uniqueskills
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_victory.anim,0,h_kasumi_01_victory
Assets/Prefabs/AnimationClip/H_kasumi_01/H_kasumi_01_weak.anim,0,h_kasumi_01_weak
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_attack.anim,0,h_kokoro_01_attack
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_backward.anim,0,h_kokoro_01_backward
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_defend.anim,0,h_kokoro_01_defend
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_die.anim,0,h_kokoro_01_die
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_exit.anim,0,h_kokoro_01_exit
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_forward.anim,0,h_kokoro_01_forward
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_hold.anim,0,h_kokoro_01_hold
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_incline.anim,0,h_kokoro_01_incline
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_injure.anim,0,h_kokoro_01_injure
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_jump.anim,0,h_kokoro_01_jump
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_lose.anim,0,h_kokoro_01_lose
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_minskill.anim,0,h_kokoro_01_minskill
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_open.anim,0,h_kokoro_01_open
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_parallel.anim,0,h_kokoro_01_parallel
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_pose.anim,0,h_kokoro_01_pose
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_restore.anim,0,h_kokoro_01_restore
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_rotate.anim,0,h_kokoro_01_rotate
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_run.anim,0,h_kokoro_01_run
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_sattack.anim,0,h_kokoro_01_sattack
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_standby.anim,0,h_kokoro_01_standby
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_tilt.anim,0,h_kokoro_01_tilt
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_tilthit.anim,0,h_kokoro_01_tilthit
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_uniqueskills01.anim,0,h_kokoro_01_uniqueskills01
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_uniqueskills02.anim,0,h_kokoro_01_uniqueskills02
Assets/Prefabs/AnimationClip/H_kokoro_01/H_kokoro_01_weak.anim,0,h_kokoro_01_weak
Assets/Prefabs/AnimationClip/H_kokoro_dlc_02/H_kokoro_dlc_02_holdhand.anim,0,h_kokoro_dlc_02_holdhand
Assets/Prefabs/AnimationClip/H_kokoro_dlc_02/H_kokoro_dlc_02_standby.anim,0,h_kokoro_dlc_02_standby
Assets/Prefabs/AnimationClip/H_kokoro_dlc_02/H_kokoro_dlc_02_victory.anim,0,h_kokoro_dlc_02_victory
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_attack.anim,0,h_mariposa_01_attack
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_backward.anim,0,h_mariposa_01_backward
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_defend.anim,0,h_mariposa_01_defend
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_die.anim,0,h_mariposa_01_die
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_exit.anim,0,h_mariposa_01_exit
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_forward.anim,0,h_mariposa_01_forward
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_hold.anim,0,h_mariposa_01_hold
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_idle.anim,0,h_mariposa_01_idle
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_incline.anim,0,h_mariposa_01_incline
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_injure.anim,0,h_mariposa_01_injure
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_jump.anim,0,h_mariposa_01_jump
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_lose.anim,0,h_mariposa_01_lose
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_minskill.anim,0,h_mariposa_01_minskill
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_open.anim,0,h_mariposa_01_open
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_parallel.anim,0,h_mariposa_01_parallel
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_pose.anim,0,h_mariposa_01_pose
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_restore.anim,0,h_mariposa_01_restore
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_rotate.anim,0,h_mariposa_01_rotate
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_run.anim,0,h_mariposa_01_run
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_sattack.anim,0,h_mariposa_01_sattack
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_standby.anim,0,h_mariposa_01_standby
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_tilt.anim,0,h_mariposa_01_tilt
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_tilthit.anim,0,h_mariposa_01_tilthit
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_uniqueskills.anim,0,h_mariposa_01_uniqueskills
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_victory.anim,0,h_mariposa_01_victory
Assets/Prefabs/AnimationClip/H_mariposa_01/H_mariposa_01_weak.anim,0,h_mariposa_01_weak
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_attack.anim,0,h_mila_01_attack
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_backward.anim,0,h_mila_01_backward
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_defend.anim,0,h_mila_01_defend
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_die.anim,0,h_mila_01_die
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_exit.anim,0,h_mila_01_exit
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_forward.anim,0,h_mila_01_forward
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_hold.anim,0,h_mila_01_hold
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_idle.anim,0,h_mila_01_idle
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_incline.anim,0,h_mila_01_incline
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_injure.anim,0,h_mila_01_injure
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_jump.anim,0,h_mila_01_jump
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_lose.anim,0,h_mila_01_lose
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_minskill.anim,0,h_mila_01_minskill
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_open.anim,0,h_mila_01_open
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_parallel.anim,0,h_mila_01_parallel
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_pose.anim,0,h_mila_01_pose
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_restore.anim,0,h_mila_01_restore
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_rotate.anim,0,h_mila_01_rotate
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_run.anim,0,h_mila_01_run
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_sattack.anim,0,h_mila_01_sattack
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_standby.anim,0,h_mila_01_standby
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_tilt.anim,0,h_mila_01_tilt
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_tilthit.anim,0,h_mila_01_tilthit
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_uniqueskills.anim,0,h_mila_01_uniqueskills
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_victory.anim,0,h_mila_01_victory
Assets/Prefabs/AnimationClip/H_mila_01/H_mila_01_weak.anim,0,h_mila_01_weak
Assets/Prefabs/AnimationClip/H_mila_dlc_01/H_mila_dlc_01_standby.anim,0,h_mila_dlc_01_standby
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_attack.anim,0,h_momiji_01_attack
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_backward.anim,0,h_momiji_01_backward
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_defend.anim,0,h_momiji_01_defend
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_die.anim,0,h_momiji_01_die
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_exit.anim,0,h_momiji_01_exit
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_forward.anim,0,h_momiji_01_forward
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_hold.anim,0,h_momiji_01_hold
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_idle.anim,0,h_momiji_01_idle
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_incline.anim,0,h_momiji_01_incline
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_injure.anim,0,h_momiji_01_injure
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_jump.anim,0,h_momiji_01_jump
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_lose.anim,0,h_momiji_01_lose
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_minskill.anim,0,h_momiji_01_minskill
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_open.anim,0,h_momiji_01_open
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_parallel.anim,0,h_momiji_01_parallel
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_pose.anim,0,h_momiji_01_pose
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_restore.anim,0,h_momiji_01_restore
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_rotate.anim,0,h_momiji_01_rotate
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_run.anim,0,h_momiji_01_run
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_sattack.anim,0,h_momiji_01_sattack
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_standby.anim,0,h_momiji_01_standby
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_tilt.anim,0,h_momiji_01_tilt
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_tilthit.anim,0,h_momiji_01_tilthit
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_uniqueskills.anim,0,h_momiji_01_uniqueskills
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_victory.anim,0,h_momiji_01_victory
Assets/Prefabs/AnimationClip/H_momiji_01/H_momiji_01_weak.anim,0,h_momiji_01_weak
Assets/Prefabs/AnimationClip/H_momiji_dlc_01/H_momiji_dlc_01_standby.anim,0,h_momiji_dlc_01_standby
Assets/Prefabs/AnimationClip/H_momiji_dlc_01/H_momiji_dlc_01_victory.anim,0,h_momiji_dlc_01_victory
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_attack.anim,0,h_nyotengu_01_attack
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_backward.anim,0,h_nyotengu_01_backward
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_defend.anim,0,h_nyotengu_01_defend
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_die.anim,0,h_nyotengu_01_die
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_exit.anim,0,h_nyotengu_01_exit
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_forward.anim,0,h_nyotengu_01_forward
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_hold.anim,0,h_nyotengu_01_hold
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_holdhand.anim,0,h_nyotengu_01_holdhand
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_incline.anim,0,h_nyotengu_01_incline
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_injure.anim,0,h_nyotengu_01_injure
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_jump.anim,0,h_nyotengu_01_jump
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_lose.anim,0,h_nyotengu_01_lose
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_minskill.anim,0,h_nyotengu_01_minskill
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_open.anim,0,h_nyotengu_01_open
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_parallel.anim,0,h_nyotengu_01_parallel
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_pose.anim,0,h_nyotengu_01_pose
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_restore.anim,0,h_nyotengu_01_restore
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_rotate.anim,0,h_nyotengu_01_rotate
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_run.anim,0,h_nyotengu_01_run
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_sattack.anim,0,h_nyotengu_01_sattack
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_standby.anim,0,h_nyotengu_01_standby
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_tilt.anim,0,h_nyotengu_01_tilt
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_tilthit.anim,0,h_nyotengu_01_tilthit
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_uniqueskills.anim,0,h_nyotengu_01_uniqueskills
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_victory.anim,0,h_nyotengu_01_victory
Assets/Prefabs/AnimationClip/H_nyotengu_01/H_nyotengu_01_weak.anim,0,h_nyotengu_01_weak
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_backward.anim,0,h_phase4_01_backward
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_defend.anim,0,h_phase4_01_defend
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_die.anim,0,h_phase4_01_die
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_exit.anim,0,h_phase4_01_exit
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_forward.anim,0,h_phase4_01_forward
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_hold.anim,0,h_phase4_01_hold
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_holdhand.anim,0,h_phase4_01_holdhand
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_incline.anim,0,h_phase4_01_incline
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_injure.anim,0,h_phase4_01_injure
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_jump.anim,0,h_phase4_01_jump
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_lose.anim,0,h_phase4_01_lose
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_open.anim,0,h_phase4_01_open
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_parallel.anim,0,h_phase4_01_parallel
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_pose.anim,0,h_phase4_01_pose
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_restore.anim,0,h_phase4_01_restore
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_rotate.anim,0,h_phase4_01_rotate
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_run.anim,0,h_phase4_01_run
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_sattack.anim,0,h_phase4_01_sattack
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_standby.anim,0,h_phase4_01_standby
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_tilt.anim,0,h_phase4_01_tilt
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_tilthit.anim,0,h_phase4_01_tilthit
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_uniqueskills.anim,0,h_phase4_01_uniqueskills
Assets/Prefabs/AnimationClip/H_phase4_01/H_phase4_01_weak.anim,0,h_phase4_01_weak
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_attack.anim,0,h_raidou_01_attack
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_defend.anim,0,h_raidou_01_defend
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_die.anim,0,h_raidou_01_die
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_exit.anim,0,h_raidou_01_exit
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_hold.anim,0,h_raidou_01_hold
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_holdhand.anim,0,h_raidou_01_holdhand
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_incline.anim,0,h_raidou_01_incline
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_injure.anim,0,h_raidou_01_injure
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_jump.anim,0,h_raidou_01_jump
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_lose.anim,0,h_raidou_01_lose
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_minskill.anim,0,h_raidou_01_minskill
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_open.anim,0,h_raidou_01_open
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_parallel.anim,0,h_raidou_01_parallel
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_pose.anim,0,h_raidou_01_pose
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_restore.anim,0,h_raidou_01_restore
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_rotate.anim,0,h_raidou_01_rotate
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_run.anim,0,h_raidou_01_run
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_sattack.anim,0,h_raidou_01_sattack
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_standby.anim,0,h_raidou_01_standby
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_tilt.anim,0,h_raidou_01_tilt
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_tilthit.anim,0,h_raidou_01_tilthit
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_uniqueskills.anim,0,h_raidou_01_uniqueskills
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_victory.anim,0,h_raidou_01_victory
Assets/Prefabs/AnimationClip/H_raidou_01/H_raidou_01_weak.anim,0,h_raidou_01_weak
Assets/Prefabs/AnimationClip/H_zackreporter_01/H_zackreporter_01_standby.anim,0,h_zackreporter_01_standby
Assets/Prefabs/AnimationClip/H_zackreporter_01/H_zackreporter_01_victory.anim,0,h_zackreporter_01_victory
Assets/Prefabs/AnimationClip/UEanimations/tipbox_in.anim,0,tipbox_in
Assets/Prefabs/AnimationClip/UEanimations/tipbox_out.anim,0,tipbox_out
Avg_angryexpression_animation,0,uiavgangryprefab
Avg_bubble_animation_idle,0,uiavgangryprefab,uiavgcloudprefab,uiavgheartprefab,uiavghoweverprefab,uiavgsurprisedprefab
Avg_bubble_animation_in,0,uiavgangryprefab,uiavgcloudprefab,uiavgheartprefab,uiavghoweverprefab,uiavgsurprisedprefab
Avg_bubble_animation_out,0,uiavgangryprefab,uiavgcloudprefab,uiavgheartprefab,uiavghoweverprefab,uiavgsurprisedprefab
Avg_cloudexpression_animation,0,uiavgcloudprefab
Avg_crazy_lineexpression_animation,0,uiavghoweverprefab
Avg_hreatexpression_animation,0,uiavgheartprefab
Avg_surprised_animation,0,uiavgsurprisedprefab
Battle_Dialogue_in,0,battle_dialogue_in
BeachLife_aportrait_1,2908,beachlife_aportrait_1
BeachLife_aportrait_chuansong,2916,beachlife_aportrait_chuansong
BeachLife_aportrait_chuansong2,2848,beachlife_aportrait_chuansong2
BeachLife_float_01,0,beachlife_float_01
BeachLife_float_02,0,beachlife_float_02
DemonstrationInterlude_in,16964,demonstrationinterlude_in
GameLoginCamera,0,gamelogincamera
GameLoginCamera_2,0,gamelogincamera_2
GameLoginCamera_2_1,0,gamelogincamera_2_1
GameLoginCamera_japaninterface,0,gamelogincamera_japaninterface
GameLoginCamera_japaninterface_2,0,gamelogincamera_japaninterface_2
GameLoginCamera_japaninterface_3,0,gamelogincamera_japaninterface_3
GameLoginCamera_poolinterface,0,gamelogincamera_poolinterface
GameLoginCamera_poolinterface_2,0,gamelogincamera_poolinterface_2
GameLoginCamera_poolinterface_3,0,gamelogincamera_poolinterface_3
Genfu_gacha_show,0,genfu_gacha_show
H1,9504,i_dice
H2,9504,i_dice
H3,9504,i_dice
H4,9504,i_dice
H5,9504,i_dice
H6,9504,i_dice
H_Alpha152_01_exploop,0,h_alpha152_01_exploop
H_Alpha152_01_holdhand,0,h_alpha152_01_holdhand
H_Alpha152_01_idle2,0,h_alpha152_01_idle2
H_Alpha152_01_show,0,h_alpha152_01_show
H_Alpha152_01_specialidle,0,h_alpha152_01_specialidle
H_Alpha152_01_turnidle,0,h_alpha152_01_turnidle
H_AyaneB_01_attack,0,h_ayaneb_01_attack
H_AyaneB_01_backward,0,h_ayaneb_01_backward
H_AyaneB_01_defend,0,h_ayaneb_01_defend
H_AyaneB_01_die,0,h_ayaneb_01_die
H_AyaneB_01_exit,0,h_ayaneb_01_exit
H_AyaneB_01_forward,0,h_ayaneb_01_forward
H_AyaneB_01_hold,0,h_ayaneb_01_hold
H_AyaneB_01_holdhand,0,h_ayaneb_01_holdhand
H_AyaneB_01_idle,0,h_ayaneb_01_idle
H_AyaneB_01_incline,0,h_ayaneb_01_incline
H_AyaneB_01_injure,0,h_ayaneb_01_injure
H_AyaneB_01_jump,0,h_ayaneb_01_jump
H_AyaneB_01_lose,0,h_ayaneb_01_lose
H_AyaneB_01_minskill,0,h_ayaneb_01_minskill
H_AyaneB_01_open,0,h_ayaneb_01_open
H_AyaneB_01_parallel,0,h_ayaneb_01_parallel
H_AyaneB_01_pose,0,h_ayaneb_01_pose
H_AyaneB_01_restore,0,h_ayaneb_01_restore
H_AyaneB_01_rotate,0,h_ayaneb_01_rotate
H_AyaneB_01_run,0,h_ayaneb_01_run
H_AyaneB_01_sattack,0,h_ayaneb_01_sattack
H_AyaneB_01_specialidle,0,h_ayaneb_01_specialidle
H_AyaneB_01_standby,0,h_ayaneb_01_standby
H_AyaneB_01_tilt,0,h_ayaneb_01_tilt
H_AyaneB_01_tilthit,0,h_ayaneb_01_tilthit
